# Table of General Standard Chinese Characters mapped to Unicode
index number	codepoint
1673	U+6D3E
1674	U+6D3D
1675	U+67D3
1676	U+6D1B
1677	U+6D4F
1678	U+6D4E
1679	U+6D0B
1680	U+6D32
1681	U+6D51
1682	U+6D53
1683	U+6D25
1684	U+6043
1685	U+6052
1686	U+6062
1687	U+604D
1688	U+606C
1689	U+6064
1690	U+6070
1691	U+607C
1692	U+6068
1693	U+4E3E
1694	U+89C9
1695	U+5BA3
1696	U+5BA6
1697	U+5BA4
1698	U+5BAB
1699	U+5BAA
1700	U+7A81
1701	U+7A7F
1702	U+7A83
1703	U+5BA2
1704	U+8BEB
1705	U+51A0
1706	U+8BEC
1707	U+8BED
1708	U+6241
1709	U+8884
1710	U+7956
1711	U+795E
1712	U+795D
1713	U+7960
1714	U+8BEF
1715	U+8BF1
1716	U+8BF2
1717	U+8BF4
1718	U+8BF5
1719	U+57A6
1720	U+9000
1721	U+65E2
1722	U+5C4B
1723	U+663C
1724	U+5C4F
1725	U+5C4E
1726	U+8D39
1727	U+9661
1728	U+900A
1729	U+7709
1730	U+5B69
1731	U+9668
1732	U+9664
1733	U+9669
1734	U+9662
1735	U+5A03
1736	U+59E5
1737	U+59E8
1738	U+59FB
1739	U+5A07
1740	U+59DA
1741	U+5A1C
1742	U+6012
1743	U+67B6
1744	U+8D3A
1745	U+76C8
1746	U+52C7
1747	U+6020
1748	U+7678
1749	U+86A4
1750	U+67D4
1751	U+5792
1752	U+7ED1
1753	U+7ED2
1754	U+7ED3
1755	U+7ED5
1756	U+9A84
1757	U+7ED8
1758	U+7ED9
1759	U+7EDA
1760	U+9A86
1761	U+7EDC
1762	U+7EDD
1763	U+7EDE
1764	U+9A87
1765	U+7EDF
1766	U+8015
1767	U+8018
1768	U+8017
1769	U+8019
1770	U+8273
1771	U+6CF0
1772	U+79E6
1773	U+73E0
1774	U+73ED
1775	U+7D20
1776	U+533F
1777	U+8695
1778	U+987D
1779	U+76CF
1780	U+532A
1781	U+635E
1782	U+683D
1783	U+6355
1784	U+57C2
1785	U+6342
1786	U+632F
1787	U+8F7D
1788	U+8D76
1789	U+8D77
1790	U+76D0
1791	U+634E
1792	U+634D
1793	U+634F
1794	U+57CB
1795	U+6349
1796	U+6346
1797	U+6350
1798	U+635F
1799	U+8881
1800	U+634C
1801	U+90FD
1802	U+54F2
1803	U+901D
1804	U+6361
1805	U+632B
1806	U+6362
1807	U+633D
1808	U+631A
1809	U+70ED
1810	U+6050
1811	U+6363
1812	U+58F6
1813	U+6345
1814	U+57C3
1815	U+6328
1816	U+803B
1817	U+803F
1818	U+803D
1819	U+8042
1820	U+606D
1821	U+83BD
1822	U+83B1
1823	U+83B2
1824	U+83AB
1825	U+8389
1826	U+8377
1827	U+83B7
1828	U+664B
1829	U+6076
1830	U+83B9
1831	U+83BA
1832	U+771F
1833	U+6846
1834	U+6886
1835	U+6842
1836	U+6854
1837	U+6816
1838	U+6863
1839	U+6850
1840	U+682A
1841	U+6865
1842	U+6866
1843	U+6813
1844	U+6843
1845	U+683C
1846	U+6869
1847	U+6821
1848	U+6838
1849	U+6837
1850	U+6839
1851	U+7D22
1852	U+54E5
1853	U+901F
1854	U+9017
1855	U+6817
1856	U+8D3E
1857	U+914C
1858	U+914D
1859	U+7FC5
1860	U+8FB1
1861	U+5507
1862	U+590F
1863	U+7838
1864	U+7830
1865	U+783E
1866	U+7840
1867	U+7834
1868	U+539F
1869	U+5957
1870	U+9010
1871	U+70C8
1872	U+6B8A
1873	U+6B89
1874	U+987E
1875	U+8F7F
1876	U+8F83
1877	U+987F
1878	U+6BD9
1879	U+81F4
1880	U+67F4
1881	U+684C
1882	U+8651
1883	U+76D1
1884	U+7D27
1885	U+515A
1886	U+901E
1887	U+6652
1888	U+7720
1889	U+6653
1890	U+54EE
1891	U+5520
1892	U+9E2D
1893	U+6643
1894	U+54FA
1895	U+664C
1896	U+5254
1897	U+6655
1898	U+868C
1899	U+7554
1900	U+86A3
1901	U+868A
1902	U+86AA
1903	U+8693
1904	U+54E8
1905	U+54E9
1906	U+5703
1907	U+54ED
1908	U+54E6
1909	U+6069
1910	U+9E2F
1911	U+5524
1912	U+5501
1913	U+54FC
1914	U+5527
1915	U+554A
1916	U+5509
1917	U+5506
1918	U+7F62
1919	U+5CED
1920	U+5CE8
1921	U+5CF0
1922	U+5706
1923	U+5CFB
1924	U+8D3C
1925	U+8D3F
1926	U+8D42
1927	U+8D43
1928	U+94B1
1929	U+94B3
1930	U+94BB
1931	U+94BE
1932	U+94C1
1933	U+94C3
1934	U+94C5
1935	U+7F3A
1936	U+6C27
1937	U+6C28
1938	U+7279
1939	U+727A
1940	U+9020
1941	U+4E58
1942	U+654C
1943	U+79E4
1944	U+79DF
1945	U+79EF
1946	U+79E7
1947	U+79E9
1948	U+79F0
1949	U+79D8
1950	U+900F
1951	U+7B14
1952	U+7B11
1953	U+7B0B
1954	U+503A
1955	U+501F
1956	U+503C
1957	U+501A
1958	U+4FFA
1959	U+503E
1960	U+5012
1961	U+5018
1962	U+4FF1
1963	U+5021
1964	U+5019
1965	U+8D41
1966	U+4FEF
1967	U+500D
1968	U+5026
1969	U+5065
1970	U+81ED
1971	U+5C04
1972	U+8EAC
1973	U+606F
1974	U+5014
1975	U+5F92
1976	U+5F90
1977	U+6BB7
1978	U+8230
1979	U+8231
1980	U+822C
1981	U+822A
1982	U+9014
1983	U+62FF
1984	U+8038
1985	U+7239
1986	U+8200
1987	U+7231
1988	U+8C7A
1989	U+8C79
1990	U+9881
1991	U+9882
1992	U+7FC1
1993	U+80F0
1994	U+8106
1995	U+8102
1996	U+80F8
1997	U+80F3
1998	U+810F
1999	U+8110
2000	U+80F6
2001	U+8111
2002	U+8113
2003	U+901B
2004	U+72F8
2005	U+72FC
2006	U+537F
2007	U+9022
2008	U+9E35
2009	U+7559
2010	U+9E33
2011	U+76B1
2012	U+997F
2013	U+9981
2014	U+51CC
2015	U+51C4
2016	U+604B
2017	U+6868
2018	U+6D46
2019	U+8870
2020	U+8877
2021	U+9AD8
2022	U+90ED
2023	U+5E2D
2024	U+51C6
2025	U+5EA7
2026	U+75C7
2027	U+75C5
2028	U+75BE
2029	U+658B
2030	U+75B9
2031	U+75BC
2032	U+75B2
2033	U+810A
2034	U+6548
2035	U+79BB
2036	U+7D0A
2037	U+5510
2038	U+74F7
2039	U+8D44
2040	U+51C9
2041	U+7AD9
2042	U+5256
2043	U+7ADE
2044	U+90E8
2045	U+65C1
2046	U+65C5
2047	U+755C
2048	U+9605
2049	U+7F9E
2050	U+7F94
2051	U+74F6
2052	U+62F3
2053	U+7C89
2054	U+6599
2055	U+76CA
2056	U+517C
2057	U+70E4
2058	U+70D8
2059	U+70E6
2060	U+70E7
2061	U+70DB
2062	U+70DF
2063	U+70D9
2064	U+9012
2065	U+6D9B
2066	U+6D59
2067	U+6D9D
2068	U+6D66
2069	U+9152
2070	U+6D89
2071	U+6D88
2072	U+6DA1
2073	U+6D69
2074	U+6D77
2075	U+6D82
2076	U+6D74
2077	U+6D6E
2078	U+6DA3
2079	U+6DA4
2080	U+6D41
2081	U+6DA6
2082	U+6DA7
2083	U+6D95
2084	U+6D6A
2085	U+6D78
2086	U+6DA8
2087	U+70EB
2088	U+6DA9
2089	U+6D8C
2090	U+6096
2091	U+609F
2092	U+6084
2093	U+608D
2094	U+6094
2095	U+60AF
2096	U+60A6
2097	U+5BB3
2098	U+5BBD
2099	U+5BB6
2100	U+5BB5
2101	U+5BB4
2102	U+5BBE
2103	U+7A8D
2104	U+7A84
2105	U+5BB9
2106	U+5BB0
2107	U+6848
2108	U+8BF7
2109	U+6717
2110	U+8BF8
2111	U+8BFA
2112	U+8BFB
2113	U+6247
2114	U+8BFD
2115	U+889C
2116	U+8896
2117	U+888D
2118	U+88AB
2119	U+7965
2120	U+8BFE
2121	U+51A5
2122	U+8C01
2123	U+8C03
2124	U+51A4
2125	U+8C05
2126	U+8C06
2127	U+8C08
2128	U+8C0A
2129	U+5265
2130	U+6073
2131	U+5C55
2132	U+5267
2133	U+5C51
2134	U+5F31
2135	U+9675
2136	U+795F
2137	U+9676
2138	U+9677
2139	U+966A
2140	U+5A31
2141	U+5A1F
2142	U+6055
2143	U+5A25
2144	U+5A18
2145	U+901A
2146	U+80FD
2147	U+96BE
2148	U+9884
2149	U+6851
2150	U+7EE2
2151	U+7EE3
2152	U+9A8C
2153	U+7EE7
2154	U+9A8F
2155	U+7403
2156	U+7410
2157	U+7406
2158	U+7409
2159	U+7405
2160	U+6367
2161	U+5835
2162	U+63AA
2163	U+63CF
2164	U+57DF
2165	U+637A
2166	U+63A9
2167	U+6377
2168	U+6392
2169	U+7109
2170	U+6389
2171	U+6376
2172	U+8D66
2173	U+5806
2174	U+63A8
2175	U+57E0
2176	U+6380
2177	U+6388
2178	U+637B
2179	U+6559
2180	U+638F
2181	U+6390
2182	U+63A0
2183	U+6382
2184	U+57F9
2185	U+63A5
2186	U+63B7
2187	U+63A7
2188	U+63A2
2189	U+636E
2190	U+6398
2191	U+63BA
2192	U+804C
2193	U+57FA
2194	U+8046
2195	U+52D8
2196	U+804A
2197	U+5A36
2198	U+8457
2199	U+83F1
2200	U+52D2
2201	U+9EC4
2202	U+83F2
2203	U+840C
2204	U+841D
2205	U+83CC
2206	U+840E
2207	U+83DC
2208	U+8404
2209	U+83CA
2210	U+83E9
2211	U+840D
2212	U+83E0
2213	U+8424
2214	U+8425
2215	U+4E7E
2216	U+8427
2217	U+8428
2218	U+83C7
2219	U+68B0
2220	U+5F6C
2221	U+68A6
2222	U+5A6A
2223	U+6897
2224	U+68A7
2225	U+68A2
2226	U+6885
2227	U+68C0
2228	U+68B3
2229	U+68AF
2230	U+6876
2231	U+68AD
2232	U+6551
2233	U+66F9
2234	U+526F
2235	U+7968
2236	U+915D
2237	U+9157
2238	U+53A2
2239	U+621A
2240	U+7845
2241	U+7855
2242	U+5962
2243	U+76D4
2244	U+723D
2245	U+804B
2246	U+88AD
2247	U+76DB
2248	U+533E
2249	U+96EA
2250	U+8F85
2251	U+8F86
2252	U+9885
2253	U+865A
2254	U+5F6A
2255	U+96C0
2256	U+5802
2257	U+5E38
2258	U+7736
2259	U+5319
2260	U+6668
2261	U+7741
2262	U+772F
2263	U+773C
2264	U+60AC
2265	U+91CE
2266	U+556A
2267	U+5566
2268	U+66FC
2269	U+6666
2270	U+665A
2271	U+5544
2272	U+5561
2273	U+8DDD
2274	U+8DBE
2275	U+5543
2276	U+8DC3
2277	U+7565
2278	U+86AF
2279	U+86C0
2280	U+86C7
2281	U+552C
2282	U+7D2F
2283	U+9102
2284	U+5531
2285	U+60A3
2286	U+5570
2287	U+553E
2288	U+552F
2289	U+5564
2290	U+5565
2291	U+5578
2292	U+5D16
2293	U+5D0E
2294	U+5D2D
2295	U+903B
2296	U+5D14
2297	U+5E37
2298	U+5D29
2299	U+5D07
2300	U+5D1B
2301	U+5A74
2302	U+5708
2303	U+94D0
2304	U+94DB
2305	U+94DD
2306	U+94DC
2307	U+94ED
2308	U+94F2
2309	U+94F6
2310	U+77EB
2311	U+751C
2312	U+79F8
2313	U+68A8
2314	U+7281
2315	U+79FD
2316	U+79FB
2317	U+7B28
2318	U+7B3C
2319	U+7B1B
2320	U+7B19
2321	U+7B26
2322	U+7B2C
2323	U+654F
2324	U+505A
2325	U+888B
2326	U+60A0
2327	U+507F
2328	U+5076
2329	U+504E
2330	U+5077
2331	U+60A8
2332	U+552E
2333	U+505C
2334	U+504F
2335	U+8EAF
2336	U+515C
2337	U+5047
2338	U+8845
2339	U+5F98
2340	U+5F99
2341	U+5F97
2342	U+8854
2343	U+76D8
2344	U+8236
2345	U+8239
2346	U+8235
2347	U+659C
2348	U+76D2
2349	U+9E3D
2350	U+655B
2351	U+6089
2352	U+6B32
2353	U+5F69
2354	U+9886
2355	U+811A
2356	U+8116
2357	U+812F
2358	U+8C5A
2359	U+8138
2360	U+8131
2361	U+8C61
2362	U+591F
2363	U+9038
2364	U+731C
2365	U+732A
2366	U+730E
2367	U+732B
2368	U+51F0
2369	U+7316
2370	U+731B
2371	U+796D
2372	U+9985
2373	U+9986
2374	U+51D1
2375	U+51CF
2376	U+6BEB
2377	U+70F9
2378	U+5EB6
2379	U+9EBB
2380	U+5EB5
2381	U+75CA
2382	U+75D2
2383	U+75D5
2384	U+5ECA
2385	U+5EB7
2386	U+5EB8
2387	U+9E7F
2388	U+76D7
2389	U+7AE0
2390	U+7ADF
2391	U+5546
2392	U+65CF
2393	U+65CB
2394	U+671B
2395	U+7387
2396	U+960E
2397	U+9610
2398	U+7740
2399	U+7F9A
2400	U+76D6
2401	U+7737
2402	U+7C98
2403	U+7C97
2404	U+7C92
2405	U+65AD
2406	U+526A
2407	U+517D
2408	U+710A
2409	U+7115
2410	U+6E05
2411	U+6DFB
2412	U+9E3F
2413	U+6DCB
2414	U+6DAF
2415	U+6DF9
2416	U+6E20
2417	U+6E10
2418	U+6DD1
2419	U+6DCC
2420	U+6DF7
2421	U+6DEE
2422	U+6DC6
2423	U+6E0A
2424	U+6DEB
2425	U+6E14
2426	U+6DD8
2427	U+6DF3
2428	U+6DB2
2429	U+6DE4
2430	U+6DE1
2431	U+6DC0
2432	U+6DF1
2433	U+6DAE
2434	U+6DB5
2435	U+5A46
2436	U+6881
2437	U+6E17
2438	U+60C5
2439	U+60DC
2440	U+60ED
2441	U+60BC
2442	U+60E7
2443	U+60D5
2444	U+60DF
2445	U+60CA
2446	U+60E6
2447	U+60B4
2448	U+60CB
2449	U+60E8
2450	U+60EF
2451	U+5BC7
2452	U+5BC5
2453	U+5BC4
2454	U+5BC2
2455	U+5BBF
2456	U+7A92
2457	U+7A91
2458	U+5BC6
2459	U+8C0B
2460	U+8C0D
2461	U+8C0E
2462	U+8C10
2463	U+88B1
2464	U+7977
2465	U+7978
2466	U+8C13
2467	U+8C1A
2468	U+8C1C
2469	U+902E
2470	U+6562
2471	U+5C09
2472	U+5C60
2473	U+5F39
2474	U+968B
2475	U+5815
2476	U+968F
2477	U+86CB
2478	U+9685
2479	U+9686
2480	U+9690
2481	U+5A5A
2482	U+5A76
2483	U+5A49
2484	U+9887
2485	U+9888
2486	U+7EE9
2487	U+7EEA
2488	U+7EED
2489	U+9A91
2490	U+7EF0
2491	U+7EF3
2492	U+7EF4
2493	U+7EF5
2494	U+7EF7
2495	U+7EF8
2496	U+7EFC
2497	U+7EFD
2498	U+7EFF
2499	U+7F00
2500	U+5DE2
2501	U+7434
2502	U+7433
2503	U+7422
2504	U+743C
2505	U+6591
2506	U+66FF
2507	U+63CD
2508	U+6B3E
2509	U+582A
2510	U+5854
2511	U+642D
2512	U+5830
2513	U+63E9
2514	U+8D8A
2515	U+8D81
2516	U+8D8B
2517	U+8D85
2518	U+63FD
2519	U+5824
2520	U+63D0
2521	U+535A
2522	U+63ED
2523	U+559C
2524	U+5F6D
2525	U+63E3
2526	U+63D2
2527	U+63EA
2528	U+641C
2529	U+716E
2530	U+63F4
2531	U+6400
2532	U+88C1
2533	U+6401
2534	U+6413
2535	U+6402
2536	U+6405
2537	U+58F9
2538	U+63E1
2539	U+6414
2540	U+63C9
2541	U+65AF
2542	U+671F
2543	U+6B3A
2544	U+8054
2545	U+846B
2546	U+6563
2547	U+60F9
2548	U+846C
2549	U+52DF
2550	U+845B
2551	U+8463
2552	U+8461
2553	U+656C
2554	U+8471
2555	U+848B
2556	U+8482
2557	U+843D
2558	U+97E9
2559	U+671D
2560	U+8F9C
2561	U+8475
2562	U+68D2
2563	U+68F1
2564	U+68CB
2565	U+6930
2566	U+690D
2567	U+68EE
2568	U+711A
2569	U+6905
2570	U+6912
2571	U+68F5
2572	U+68CD
2573	U+690E
2574	U+68C9
2575	U+68DA
2576	U+68D5
2577	U+68FA
2578	U+6994
2579	U+692D
2580	U+60E0
2581	U+60D1
2582	U+903C
2583	U+7C9F
2584	U+68D8
2585	U+9163
2586	U+9165
2587	U+53A8
2588	U+53A6
2589	U+786C
2590	U+785D
2591	U+786E
2592	U+786B
2593	U+96C1
2594	U+6B96
2595	U+88C2
2596	U+96C4
2597	U+988A
2598	U+96F3
2599	U+6682
2600	U+96C5
2601	U+7FD8
2602	U+8F88
2603	U+60B2
2604	U+7D2B
2605	U+51FF
2606	U+8F89
2607	U+655E
2608	U+68E0
2609	U+8D4F
2610	U+638C
2611	U+6674
2612	U+7750
2613	U+6691
2614	U+6700
2615	U+6670
2616	U+91CF
2617	U+9F0E
2618	U+55B7
2619	U+55B3
2620	U+6676
2621	U+5587
2622	U+9047
2623	U+558A
2624	U+904F
2625	U+667E
2626	U+666F
2627	U+7574
2628	U+8DF5
2629	U+8DCB
2630	U+8DCC
2631	U+8DD1
2632	U+8DDB
2633	U+9057
2634	U+86D9
2635	U+86DB
2636	U+8713
2637	U+8712
2638	U+86E4
2639	U+559D
2640	U+9E43
2641	U+5582
2642	U+5598
2643	U+5589
2644	U+55BB
2645	U+557C
2646	U+55A7
2647	U+5D4C
2648	U+5E45
2649	U+5E3D
2650	U+8D4B
2651	U+8D4C
2652	U+8D4E
2653	U+8D50
2654	U+8D54
2655	U+9ED1
2656	U+94F8
2657	U+94FA
2658	U+94FE
2659	U+9500
2660	U+9501
2661	U+9504
2662	U+9505
2663	U+9508
2664	U+950B
2665	U+950C
2666	U+9510
2667	U+7525
2668	U+63B0
2669	U+77ED
2670	U+667A
2671	U+6C2E
2672	U+6BEF
2673	U+6C2F
2674	U+9E45
2675	U+5269
2676	U+7A0D
2677	U+7A0B
2678	U+7A00
2679	U+7A0E
2680	U+7B50
2681	U+7B49
2682	U+7B51
2683	U+7B56
2684	U+7B5B
2685	U+7B52
2686	U+7B4F
2687	U+7B54
2688	U+7B4B
2689	U+7B5D
2690	U+50B2
2691	U+5085
2692	U+724C
2693	U+5821
2694	U+96C6
2695	U+7126
2696	U+508D
2697	U+50A8
2698	U+7693
2699	U+7696
2700	U+7CA4
2701	U+5965
2702	U+8857
2703	U+60E9
2704	U+5FA1
2705	U+5FAA
2706	U+8247
2707	U+8212
2708	U+903E
2709	U+756A
2710	U+91CA
2711	U+79BD
2712	U+814A
2713	U+813E
2714	U+814B
2715	U+8154
2716	U+8155
2717	U+9C81
2718	U+7329
2719	U+732C
2720	U+733E
2721	U+7334
2722	U+60EB
2723	U+7136
2724	U+9988
2725	U+998B
2726	U+88C5
2727	U+86EE
2728	U+5C31
2729	U+6566
2730	U+658C
2731	U+75D8
2732	U+75E2
2733	U+75EA
2734	U+75DB
2735	U+7AE5
2736	U+7AE3
2737	U+9614
2738	U+5584
2739	U+7FD4
2740	U+7FA1
2741	U+666E
2742	U+7CAA
2743	U+5C0A
2744	U+5960
2745	U+9053
2746	U+9042
2747	U+66FE
2748	U+7130
2749	U+6E2F
2750	U+6EDE
2751	U+6E56
2752	U+6E58
2753	U+6E23
2754	U+6E24
2755	U+6E3A
2756	U+6E7F
2757	U+6E29
2758	U+6E34
2759	U+6E83
2760	U+6E85
2761	U+6ED1
2762	U+6E43
2763	U+6E1D
2764	U+6E7E
2765	U+6E21
2766	U+6E38
2767	U+6ECB
2768	U+6E32
2769	U+6E89
2770	U+6124
2771	U+614C
2772	U+60F0
2773	U+6115
2774	U+6123
2775	U+60F6
2776	U+6127
2777	U+6109
2778	U+6168
2779	U+5272
2780	U+5BD2
2781	U+5BCC
2782	U+5BD3
2783	U+7A9C
2784	U+7A9D
2785	U+7A96
2786	U+7A97
2787	U+7A98
2788	U+904D
2789	U+96C7
2790	U+88D5
2791	U+88E4
2792	U+88D9
2793	U+7985
2794	U+7984
2795	U+8C22
2796	U+8C23
2797	U+8C24
2798	U+8C26
2799	U+7280
2800	U+5C5E
2801	U+5C61
2802	U+5F3A
2803	U+7CA5
2804	U+758F
2805	U+9694
2806	U+9699
2807	U+9698
2808	U+5A92
2809	U+7D6E
2810	U+5AC2
2811	U+5A9A
2812	U+5A7F
2813	U+767B
2814	U+7F05
2815	U+7F06
2816	U+7F09
2817	U+7F0E
2818	U+7F13
2819	U+7F14
2820	U+7F15
2821	U+9A97
2822	U+7F16
2823	U+9A9A
2824	U+7F18
2825	U+745F
2826	U+9E49
2827	U+745E
2828	U+7470
2829	U+7459
2830	U+9B42
2831	U+8086
2832	U+6444
2833	U+6478
2834	U+586B
2835	U+640F
2836	U+584C
2837	U+9F13
2838	U+6446
2839	U+643A
2840	U+642C
2841	U+6447
2842	U+641E
2843	U+5858
2844	U+644A
2845	U+8058
2846	U+659F
2847	U+849C
2848	U+52E4
2849	U+9774
2850	U+9776
2851	U+9E4A
2852	U+84DD
2853	U+5893
2854	U+5E55
2855	U+84EC
2856	U+84C4
2857	U+84B2
2858	U+84C9
2859	U+8499
2860	U+84B8
2861	U+732E
2862	U+693F
2863	U+7981
2864	U+695A
2865	U+6977
2866	U+6984
2867	U+60F3
2868	U+69D0
2869	U+6986
2870	U+697C
2871	U+6982
2872	U+8D56
2873	U+916A
2874	U+916C
2875	U+611F
2876	U+788D
2877	U+7898
2878	U+7891
2879	U+788E
2880	U+78B0
2881	U+7897
2882	U+788C
2883	U+5C34
2884	U+96F7
2885	U+96F6
2886	U+96FE
2887	U+96F9
2888	U+8F90
2889	U+8F91
2890	U+8F93
2891	U+7763
2892	U+9891
2893	U+9F84
2894	U+9274
2895	U+775B
2896	U+7779
2897	U+7766
2898	U+7784
2899	U+776B
2900	U+7761
2901	U+776C
2902	U+55DC
2903	U+9119
2904	U+55E6
2905	U+611A
2906	U+6696
2907	U+76DF
2908	U+6B47
2909	U+6697
2910	U+6687
2911	U+7167
2912	U+7578
2913	U+8DE8
2914	U+8DF7
2915	U+8DF3
2916	U+8DFA
2917	U+8DEA
2918	U+8DEF
2919	U+8DE4
2920	U+8DDF
2921	U+9063
2922	U+8708
2923	U+8717
2924	U+86FE
2925	U+8702
2926	U+8715
2927	U+55C5
2928	U+55E1
2929	U+55D3
2930	U+7F72
2931	U+7F6E
2932	U+7F6A
2933	U+7F69
2934	U+8700
2935	U+5E4C
2936	U+9519
2937	U+951A
2938	U+9521
2939	U+9523
2940	U+9524
2941	U+9525
2942	U+9526
2943	U+952E
2944	U+952F
2945	U+9530
2946	U+77EE
2947	U+8F9E
2948	U+7A1A
2949	U+7A20
2950	U+9893
2951	U+6101
2952	U+7B79
2953	U+7B7E
2954	U+7B80
2955	U+7B77
2956	U+6BC1
2957	U+8205
2958	U+9F20
2959	U+50AC
2960	U+50BB
2961	U+50CF
2962	U+8EB2
2963	U+9B41
2964	U+8859
2965	U+5FAE
2966	U+6108
2967	U+9065
2968	U+817B
2969	U+8170
2970	U+8165
2971	U+816E
2972	U+8179
2973	U+817A
2974	U+9E4F
2975	U+817E
2976	U+817F
2977	U+9C8D
2978	U+733F
2979	U+9896
2980	U+89E6
2981	U+89E3
2982	U+715E
2983	U+96CF
2984	U+998D
2985	U+998F
2986	U+9171
2987	U+7980
2988	U+75F9
2989	U+5ED3
2990	U+75F4
2991	U+75F0
2992	U+5EC9
2993	U+9756
2994	U+65B0
2995	U+97F5
2996	U+610F
2997	U+8A8A
2998	U+7CAE
2999	U+6570
3000	U+714E
3001	U+5851
3002	U+6148
3003	U+7164
3004	U+714C
3005	U+6EE1
3006	U+6F20
3007	U+6EC7
3008	U+6E90
3009	U+6EE4
3010	U+6EE5
3011	U+6ED4
3012	U+6EAA
3013	U+6E9C
3014	U+6F13
3015	U+6EDA
3016	U+6EA2
3017	U+6EAF
3018	U+6EE8
3019	U+6EB6
3020	U+6EBA
3021	U+7CB1
3022	U+6EE9
3023	U+614E
3024	U+8A89
3025	U+585E
3026	U+5BDE
3027	U+7AA5
3028	U+7A9F
3029	U+5BDD
3030	U+8C28
3031	U+8902
3032	U+88F8
3033	U+798F
3034	U+8C2C
3035	U+7FA4
3036	U+6BBF
3037	U+8F9F
3038	U+969C
3039	U+5AB3
3040	U+5AC9
3041	U+5ACC
3042	U+5AC1
3043	U+53E0
3044	U+7F1A
3045	U+7F1D
3046	U+7F20
3047	U+7F24
3048	U+527F
3049	U+9759
3050	U+78A7
3051	U+7483
3052	U+8D58
3053	U+71AC
3054	U+5899
3055	U+589F
3056	U+5609
3057	U+6467
3058	U+8D6B
3059	U+622A
3060	U+8A93
3061	U+5883
3062	U+6458
3063	U+6454
3064	U+6487
3065	U+805A
3066	U+6155
3067	U+66AE
3068	U+6479
3069	U+8513
3070	U+8511
3071	U+8521
3072	U+8517
3073	U+853D
3074	U+853C
3075	U+7199
3076	U+851A
3077	U+5162
3078	U+6A21
3079	U+69DB
3080	U+69B4
3081	U+699C
3082	U+69A8
3083	U+6995
3084	U+6B4C
3085	U+906D
3086	U+9175
3087	U+9177
3088	U+917F
3089	U+9178
3090	U+789F
3091	U+78B1
3092	U+78B3
3093	U+78C1
3094	U+613F
3095	U+9700
3096	U+8F96
3097	U+8F97
3098	U+96CC
3099	U+88F3
3100	U+9897
3101	U+7785
3102	U+5885
3103	U+55FD
3104	U+8E0A
3105	U+873B
3106	U+8721
3107	U+8747
3108	U+8718
3109	U+8749
3110	U+561B
3111	U+5600
3112	U+8D5A
3113	U+9539
3114	U+953B
3115	U+9540
3116	U+821E
3117	U+8214
3118	U+7A33
3119	U+718F
3120	U+7B95
3121	U+7B97
3122	U+7BA9
3123	U+7BA1
3124	U+7BAB
3125	U+8206
3126	U+50DA
3127	U+50E7
3128	U+9F3B
3129	U+9B44
3130	U+9B45
3131	U+8C8C
3132	U+819C
3133	U+818A
3134	U+8180
3135	U+9C9C
3136	U+7591
3137	U+5B75
3138	U+9992
3139	U+88F9
3140	U+6572
3141	U+8C6A
3142	U+818F
3143	U+906E
3144	U+8150
3145	U+7629
3146	U+761F
3147	U+7626
3148	U+8FA3
3149	U+5F70
3150	U+7AED
3151	U+7AEF
3152	U+65D7
3153	U+7CBE
3154	U+7CB9
3155	U+6B49
3156	U+5F0A
3157	U+7184
3158	U+7194
3159	U+717D
3160	U+6F47
3161	U+6F06
3162	U+6F31
3163	U+6F02
3164	U+6F2B
3165	U+6EF4
3166	U+6F3E
3167	U+6F14
3168	U+6F0F
3169	U+6162
3170	U+6177
3171	U+5BE8
3172	U+8D5B
3173	U+5BE1
3174	U+5BDF
3175	U+871C
3176	U+5BE5
3177	U+8C2D
3178	U+8087
3179	U+8910
3180	U+892A
3181	U+8C31
3182	U+96A7
3183	U+5AE9
3184	U+7FE0
3185	U+718A
3186	U+51F3
3187	U+9AA1
3188	U+7F29
3189	U+6167
3190	U+64B5
3191	U+6495
3192	U+6492
3193	U+64A9
3194	U+8DA3
3195	U+8D9F
3196	U+6491
3197	U+64AE
3198	U+64AC
3199	U+64AD
3200	U+64D2
3201	U+58A9
3202	U+649E
3203	U+64A4
3204	U+589E
3205	U+64B0
3206	U+806A
3207	U+978B
3208	U+978D
3209	U+8549
3210	U+854A
3211	U+852C
3212	U+8574
3213	U+6A2A
3214	U+69FD
3215	U+6A31
3216	U+6A61
3217	U+6A1F
3218	U+6A44
3219	U+6577
3220	U+8C4C
3221	U+98D8
3222	U+918B
3223	U+9187
3224	U+9189
3225	U+78D5
3226	U+78CA
3227	U+78C5
3228	U+78BE
3229	U+9707
3230	U+9704
3231	U+9709
3232	U+7792
3233	U+9898
3234	U+66B4
3235	U+778E
3236	U+563B
3237	U+5636
3238	U+5632
3239	U+5639
3240	U+5F71
3241	U+8E22
3242	U+8E0F
3243	U+8E29
3244	U+8E2A
3245	U+8776
3246	U+8774
3247	U+8760
3248	U+874E
3249	U+874C
3250	U+8757
3251	U+8759
3252	U+563F
3253	U+5631
3254	U+5E62
3255	U+58A8
3256	U+9547
3257	U+9550
3258	U+9551
3259	U+9760
3260	U+7A3D
3261	U+7A3B
3262	U+9ECE
3263	U+7A3F
3264	U+7A3C
3265	U+7BB1
3266	U+7BD3
