# Table of General Standard Chinese Characters mapped to Unicode
index number	codepoint
3267	U+7BAD
3268	U+7BC7
3269	U+50F5
3270	U+8EBA
3271	U+50FB
3272	U+5FB7
3273	U+8258
3274	U+819D
3275	U+819B
3276	U+9CA4
3277	U+9CAB
3278	U+719F
3279	U+6469
3280	U+8912
3281	U+762A
3282	U+7624
3283	U+762B
3284	U+51DB
3285	U+989C
3286	U+6BC5
3287	U+7CCA
3288	U+9075
3289	U+618B
3290	U+6F5C
3291	U+6F8E
3292	U+6F6E
3293	U+6F6D
3294	U+9CA8
3295	U+6FB3
3296	U+6F58
3297	U+6F88
3298	U+6F9C
3299	U+6F84
3300	U+61C2
3301	U+6194
3302	U+61CA
3303	U+618E
3304	U+989D
3305	U+7FE9
3306	U+8925
3307	U+8C34
3308	U+9E64
3309	U+61A8
3310	U+6170
3311	U+5288
3312	U+5C65
3313	U+8C6B
3314	U+7F2D
3315	U+64BC
3316	U+64C2
3317	U+64CD
3318	U+64C5
3319	U+71D5
3320	U+857E
3321	U+85AF
3322	U+859B
3323	U+8587
3324	U+64CE
3325	U+85AA
3326	U+8584
3327	U+98A0
3328	U+7FF0
3329	U+5669
3330	U+6A71
3331	U+6A59
3332	U+6A58
3333	U+6574
3334	U+878D
3335	U+74E2
3336	U+9192
3337	U+970D
3338	U+970E
3339	U+8F99
3340	U+5180
3341	U+9910
3342	U+5634
3343	U+8E31
3344	U+8E44
3345	U+8E42
3346	U+87C6
3347	U+8783
3348	U+5668
3349	U+566A
3350	U+9E66
3351	U+8D60
3352	U+9ED8
3353	U+9ED4
3354	U+955C
3355	U+8D5E
3356	U+7A46
3357	U+7BEE
3358	U+7BE1
3359	U+7BF7
3360	U+7BF1
3361	U+5112
3362	U+9080
3363	U+8861
3364	U+81A8
3365	U+96D5
3366	U+9CB8
3367	U+78E8
3368	U+763E
3369	U+7638
3370	U+51DD
3371	U+8FA8
3372	U+8FA9
3373	U+7CD9
3374	U+7CD6
3375	U+7CD5
3376	U+71C3
3377	U+6FD2
3378	U+6FA1
3379	U+6FC0
3380	U+61D2
3381	U+61BE
3382	U+61C8
3383	U+7ABF
3384	U+58C1
3385	U+907F
3386	U+7F30
3387	U+7F34
3388	U+6234
3389	U+64E6
3390	U+85C9
3391	U+97A0
3392	U+85CF
3393	U+85D0
3394	U+6AAC
3395	U+6A90
3396	U+6A80
3397	U+7901
3398	U+78F7
3399	U+971C
3400	U+971E
3401	U+77AD
3402	U+77A7
3403	U+77AC
3404	U+77B3
3405	U+77A9
3406	U+77AA
3407	U+66D9
3408	U+8E4B
3409	U+8E48
3410	U+87BA
3411	U+87CB
3412	U+87C0
3413	U+568E
3414	U+8D61
3415	U+7A57
3416	U+9B4F
3417	U+7C27
3418	U+7C07
3419	U+7E41
3420	U+5FBD
3421	U+7235
3422	U+6726
3423	U+81CA
3424	U+9CC4
3425	U+764C
3426	U+8FAB
3427	U+8D62
3428	U+7CDF
3429	U+7CE0
3430	U+71E5
3431	U+61E6
3432	U+8C41
3433	U+81C0
3434	U+81C2
3435	U+7FFC
3436	U+9AA4
3437	U+85D5
3438	U+97AD
3439	U+85E4
3440	U+8986
3441	U+77BB
3442	U+8E66
3443	U+56A3
3444	U+9570
3445	U+7FFB
3446	U+9CCD
3447	U+9E70
3448	U+7011
3449	U+895F
3450	U+74A7
3451	U+6233
3452	U+5B7D
3453	U+8B66
3454	U+8611
3455	U+85FB
3456	U+6500
3457	U+66DD
3458	U+8E72
3459	U+8E6D
3460	U+8E6C
3461	U+5DC5
3462	U+7C38
3463	U+7C3F
3464	U+87F9
3465	U+98A4
3466	U+9761
3467	U+7663
3468	U+74E3
3469	U+7FB9
3470	U+9CD6
3471	U+7206
3472	U+7586
3473	U+9B13
3474	U+58E4
3475	U+99A8
3476	U+8000
3477	U+8E81
3478	U+8815
3479	U+56BC
3480	U+56B7
3481	U+5DCD
3482	U+7C4D
3483	U+9CDE
3484	U+9B54
3485	U+7CEF
3486	U+704C
3487	U+8B6C
3488	U+8822
3489	U+9738
3490	U+9732
3491	U+9739
3492	U+8E8F
3493	U+9EEF
3494	U+9AD3
3495	U+8D63
3496	U+56CA
3497	U+9576
3498	U+74E4
3499	U+7F50
3500	U+77D7
3501	U+4E42
3502	U+4E5C
3503	U+5140
3504	U+5F0B
3505	U+5B51
3506	U+5B53
3507	U+5E7A
3508	U+4E93
3509	U+97E6
3510	U+5EFF
3511	U+4E0F
3512	U+5345
3513	U+4EC4
3514	U+5384
3515	U+4EC3
3516	U+4EC9
3517	U+4EC2
3518	U+516E
3519	U+5208
3520	U+723B
3521	U+535E
3522	U+95E9
3523	U+8BA3
3524	U+5C39
3525	U+592C
3526	U+723F
3527	U+6BCB
3528	U+9097
3529	U+909B
3530	U+827D
3531	U+827F
3532	U+672D
3533	U+53F5
3534	U+531D
3535	U+4E15
3536	U+531C
3537	U+52A2
3538	U+535F
3539	U+53F1
3540	U+53FB
3541	U+4EE8
3542	U+4ED5
3543	U+4EDF
3544	U+4EE1
3545	U+4EEB
3546	U+4EDE
3547	U+536E
3548	U+6C10
3549	U+72B0
3550	U+520D
3551	U+909D
3552	U+9099
3553	U+6C40
3554	U+8BA6
3555	U+8BA7
3556	U+8BAA
3557	U+8BAB
3558	U+5C3B
3559	U+9621
3560	U+5C15
3561	U+5F01
3562	U+9A6D
3563	U+5321
3564	U+8012
3565	U+738E
3566	U+7391
3567	U+90A2
3568	U+5729
3569	U+572C
3570	U+572D
3571	U+6266
3572	U+572A
3573	U+5733
3574	U+5739
3575	U+626A
3576	U+572E
3577	U+572F
3578	U+828A
3579	U+828D
3580	U+8284
3581	U+82A8
3582	U+8291
3583	U+828E
3584	U+8297
3585	U+4E98
3586	U+538D
3587	U+593C
3588	U+620D
3589	U+5C25
3590	U+4E69
3591	U+65EF
3592	U+66F3
3593	U+5C8C
3594	U+5C7A
3595	U+51FC
3596	U+56E1
3597	U+9487
3598	U+7F36
3599	U+6C18
3600	U+6C16
3601	U+725D
3602	U+4F0E
3603	U+4F1B
3604	U+4F22
3605	U+4F64
3606	U+4EF5
3607	U+4F25
3608	U+4F27
3609	U+4F09
3610	U+4F2B
3611	U+56DF
3612	U+6C46
3613	U+5216
3614	U+5919
3615	U+65EE
3616	U+520E
3617	U+72B7
3618	U+72B8
3619	U+821B
3620	U+51EB
3621	U+90AC
3622	U+9967
3623	U+6C55
3624	U+6C54
3625	U+6C50
3626	U+6C72
3627	U+6C5C
3628	U+6C4A
3629	U+5FD6
3630	U+5FCF
3631	U+8BB4
3632	U+8BB5
3633	U+7941
3634	U+8BB7
3635	U+807F
3636	U+826E
3637	U+53BE
3638	U+9631
3639	U+962E
3640	U+962A
3641	U+4E1E
3642	U+5981
3643	U+725F
3644	U+7EA1
3645	U+7EA3
3646	U+7EA5
3647	U+7EA8
3648	U+7395
3649	U+7399
3650	U+629F
3651	U+6294
3652	U+573B
3653	U+5742
3654	U+574D
3655	U+575E
3656	U+6283
3657	U+6289
3658	U+39D0
3659	U+82AB
3660	U+90AF
3661	U+82B8
3662	U+82BE
3663	U+82C8
3664	U+82E3
3665	U+82B7
3666	U+82AE
3667	U+82CB
3668	U+82BC
3669	U+82CC
3670	U+82C1
3671	U+82A9
3672	U+82AA
3673	U+82A1
3674	U+829F
3675	U+82C4
3676	U+82CE
3677	U+82E1
3678	U+674C
3679	U+6753
3680	U+675E
3681	U+6748
3682	U+5FD1
3683	U+5B5B
3684	U+90B4
3685	U+90B3
3686	U+77F6
3687	U+5941
3688	U+8C55
3689	U+5FD2
3690	U+6B24
3691	U+8F6B
3692	U+8FD3
3693	U+90B6
3694	U+5FD0
3695	U+5363
3696	U+90BA
3697	U+65F0
3698	U+544B
3699	U+5452
3700	U+5453
3701	U+5454
3702	U+5456
3703	U+5443
3704	U+65F8
3705	U+5421
3706	U+753A
3707	U+866C
3708	U+5457
3709	U+543D
3710	U+5423
3711	U+5432
3712	U+5E0F
3713	U+5C90
3714	U+5C88
3715	U+5C98
3716	U+5C91
3717	U+5C9A
3718	U+5155
3719	U+56F5
3720	U+56EB
3721	U+948A
3722	U+948B
3723	U+948C
3724	U+8FD5
3725	U+6C19
3726	U+6C1A
3727	U+7264
3728	U+4F5E
3729	U+90B1
3730	U+6538
3731	U+4F5A
3732	U+4F5D
3733	U+4F5F
3734	U+4F57
3735	U+4F3D
3736	U+5F77
3737	U+4F58
3738	U+4F65
3739	U+5B5A
3740	U+8C78
3741	U+574C
3742	U+809F
3743	U+90B8
3744	U+5942
3745	U+52AC
3746	U+72C4
3747	U+72C1
3748	U+9E20
3749	U+90B9
3750	U+9968
3751	U+9969
3752	U+996A
3753	U+996B
3754	U+996C
3755	U+4EA8
3756	U+5E91
3757	U+5E8B
3758	U+7594
3759	U+7596
3760	U+8093
3761	U+95F1
3762	U+95F3
3763	U+95F5
3764	U+7F8C
3765	U+7080
3766	U+6CA3
3767	U+6C85
3768	U+6C94
3769	U+6CA4
3770	U+6C8C
3771	U+6C8F
3772	U+6C9A
3773	U+6C69
3774	U+6C68
3775	U+6C82
3776	U+6C7E
3777	U+6CA8
3778	U+6C74
3779	U+6C76
3780	U+6C86
3781	U+6CA9
3782	U+6CD0
3783	U+6003
3784	U+6004
3785	U+5FE1
3786	U+5FE4
3787	U+5FFE
3788	U+6005
3789	U+5FFB
3790	U+5FEA
3791	U+6006
3792	U+5FED
3793	U+5FF8
3794	U+8BC2
3795	U+8BC3
3796	U+8BC5
3797	U+8BCB
3798	U+8BCC
3799	U+8BCF
3800	U+8BD2
3801	U+5B5C
3802	U+9647
3803	U+9640
3804	U+9642
3805	U+9649
3806	U+598D
3807	U+59A9
3808	U+59AA
3809	U+59A3
3810	U+598A
3811	U+5997
3812	U+59AB
3813	U+599E
3814	U+59D2
3815	U+59A4
3816	U+90B5
3817	U+52AD
3818	U+522D
3819	U+752C
3820	U+90B0
3821	U+7EAD
3822	U+7EB0
3823	U+7EB4
3824	U+7EB6
3825	U+7EBE
3826	U+73AE
3827	U+73A1
3828	U+73AD
3829	U+73A0
3830	U+73A2
3831	U+73A5
3832	U+73A6
3833	U+76C2
3834	U+5FDD
3835	U+5326
3836	U+5769
3837	U+62A8
3838	U+62E4
3839	U+576B
3840	U+62C8
3841	U+5786
3842	U+62BB
3843	U+52BC
3844	U+62C3
3845	U+62CA
3846	U+577C
3847	U+577B
3848	U+39DF
3849	U+5768
3850	U+576D
3851	U+62BF
3852	U+5773
3853	U+8036
3854	U+82F7
3855	U+82EF
3856	U+82E4
3857	U+830F
3858	U+82EB
3859	U+82DC
3860	U+82F4
3861	U+82D2
3862	U+82D8
3863	U+830C
3864	U+82FB
3865	U+82D3
3866	U+831A
3867	U+8306
3868	U+8311
3869	U+8313
3870	U+8314
3871	U+8315
3872	U+8300
3873	U+82D5
3874	U+67A5
3875	U+6787
3876	U+676A
3877	U+6773
3878	U+67A7
3879	U+6775
3880	U+67A8
3881	U+679E
3882	U+678B
3883	U+677B
3884	U+6777
3885	U+677C
3886	U+77F8
3887	U+7800
3888	U+5233
3889	U+5944
3890	U+74EF
3891	U+6B81
3892	U+90CF
3893	U+8F6D
3894	U+90C5
3895	U+9E22
3896	U+76F1
3897	U+660A
3898	U+6619
3899	U+6772
3900	U+6603
3901	U+5482
3902	U+5478
3903	U+6615
3904	U+6600
3905	U+65FB
3906	U+6609
3907	U+7085
3908	U+5494
3909	U+7540
3910	U+866E
3911	U+5480
3912	U+5477
3913	U+9EFE
3914	U+5471
3915	U+5464
3916	U+549A
3917	U+5486
3918	U+549B
3919	U+5476
3920	U+5463
3921	U+5466
3922	U+549D
3923	U+5CA2
3924	U+5CBF
3925	U+5CAC
3926	U+5CAB
3927	U+5E19
3928	U+5CA3
3929	U+5CC1
3930	U+523F
3931	U+8FE5
3932	U+5CB7
3933	U+5240
3934	U+5E14
3935	U+5CC4
3936	U+6C93
3937	U+56F9
3938	U+7F54
3939	U+948D
3940	U+948E
3941	U+948F
3942	U+9492
3943	U+9495
3944	U+9497
3945	U+90BE
3946	U+8FEE
3947	U+7266
3948	U+7AFA
3949	U+8FE4
3950	U+4F76
3951	U+4F6C
3952	U+4F70
3953	U+4F91
3954	U+4F89
3955	U+81FE
3956	U+5CB1
3957	U+4F97
3958	U+4F83
3959	U+4F8F
3960	U+4FA9
3961	U+4F7B
3962	U+4F7E
3963	U+4FAA
3964	U+4F7C
3965	U+4F6F
3966	U+4FAC
3967	U+5E1B
3968	U+961C
3969	U+4F94
3970	U+5F82
3971	U+523D
3972	U+90C4
3973	U+6002
3974	U+7C74
3975	U+74EE
3976	U+6217
3977	U+80BC
3978	U+43DD
3979	U+80BD
3980	U+80B1
3981	U+80AB
3982	U+5241
3983	U+8FE9
3984	U+90C7
3985	U+72D9
3986	U+72CE
3987	U+72CD
3988	U+72D2
3989	U+548E
3990	U+7099
3991	U+67AD
3992	U+996F
3993	U+9974
3994	U+51BD
3995	U+51BC
3996	U+5E96
3997	U+75A0
3998	U+759D
3999	U+75A1
4000	U+5156
4001	U+59BE
4002	U+52BE
4003	U+709C
4004	U+2C27C
4005	U+7096
4006	U+7098
4007	U+709D
4008	U+7094
4009	U+6CD4
4010	U+6CAD
4011	U+6CF7
4012	U+6CF8
4013	U+6CF1
4014	U+6CC5
4015	U+6CD7
4016	U+6CE0
4017	U+6CFA
4018	U+6CD6
4019	U+6CEB
4020	U+6CEE
4021	U+6CB1
4022	U+6CEF
4023	U+6CD3
4024	U+6CFE
4025	U+6019
4026	U+6035
4027	U+6026
4028	U+601B
4029	U+600F
4030	U+600D
4031	U+3918
4032	U+6029
4033	U+602B
4034	U+603F
4035	U+5B95
4036	U+7A79
4037	U+5B93
4038	U+8BD3
4039	U+8BD4
4040	U+8BD6
4041	U+8BD8
4042	U+623E
4043	U+8BD9
4044	U+623D
4045	U+90D3
4046	U+8869
4047	U+7946
4048	U+794E
4049	U+7949
4050	U+7947
4051	U+8BDB
4052	U+8BDC
4053	U+8BDF
4054	U+8BE0
4055	U+8BE3
4056	U+8BE4
4057	U+8BE7
4058	U+8BE8
4059	U+8BE9
4060	U+6215
4061	U+5B62
4062	U+4E9F
4063	U+9654
4064	U+59B2
4065	U+59AF
4066	U+59D7
4067	U+5E11
4068	U+5F29
4069	U+5B65
4070	U+9A7D
4071	U+8671
4072	U+8FE6
4073	U+8FE8
4074	U+7EC0
4075	U+7EC1
4076	U+7EC2
4077	U+9A77
4078	U+9A78
4079	U+7EC9
4080	U+7ECC
4081	U+9A7F
4082	U+9A80
4083	U+753E
4084	U+73CF
4085	U+73D0
4086	U+73C2
4087	U+73D1
4088	U+73B3
4089	U+73C0
4090	U+9878
4091	U+73C9
4092	U+73C8
4093	U+62EE
4094	U+57AD
4095	U+631D
4096	U+57A3
4097	U+631E
4098	U+57A4
4099	U+8D73
4100	U+8D32
4101	U+57B1
4102	U+578C
4103	U+90DD
4104	U+57A7
4105	U+5793
4106	U+6326
4107	U+57A0
4108	U+831C
4109	U+835A
4110	U+8351
4111	U+8D33
4112	U+835C
4113	U+8392
4114	U+833C
4115	U+8334
4116	U+8331
4117	U+839B
4118	U+835E
4119	U+832F
4120	U+834F
4121	U+8347
4122	U+8343
4123	U+835F
4124	U+8340
4125	U+8317
4126	U+8360
4127	U+832D
4128	U+8328
4129	U+57A9
4130	U+8365
4131	U+8366
4132	U+8368
4133	U+8369
4134	U+524B
4135	U+836A
4136	U+8339
4137	U+836C
4138	U+836E
4139	U+67F0
4140	U+6809
4141	U+67EF
4142	U+67D8
4143	U+680A
4144	U+67E9
4145	U+67B0
4146	U+680C
4147	U+67D9
4148	U+67B5
4149	U+67DA
4150	U+67B3
4151	U+67DE
4152	U+67DD
4153	U+6800
4154	U+67E2
4155	U+680E
4156	U+67B8
4157	U+67C8
4158	U+67C1
4159	U+67B7
4160	U+67FD
4161	U+524C
4162	U+914A
4163	U+90E6
4164	U+752D
4165	U+7817
4166	U+7818
4167	U+7812
4168	U+65AB
4169	U+782D
4170	U+781C
4171	U+594E
4172	U+8037
4173	U+867A
4174	U+6B82
4175	U+6B87
4176	U+6B84
4177	U+6B86
4178	U+8F71
4179	U+8F72
4180	U+8F73
4181	U+8F76
4182	U+8F78
4183	U+867F
4184	U+6BD6
4185	U+89C7
4186	U+5C1C
4187	U+54D0
4188	U+7704
4189	U+770D
4190	U+20CD0
4191	U+90E2
4192	U+7707
4193	U+770A
4194	U+7708
4195	U+79BA
4196	U+54C2
4197	U+54B4
4198	U+66F7
4199	U+6634
4200	U+6631
4201	U+6635
4202	U+54A6
4203	U+54D3
4204	U+54D4
4205	U+754E
4206	U+6BD7
4207	U+5472
4208	U+80C4
4209	U+754B
4210	U+7548
4211	U+867C
4212	U+867B
4213	U+76C5
4214	U+54A3
4215	U+54D5
4216	U+5250
4217	U+90E7
4218	U+54BB
4219	U+56FF
4220	U+54BF
4221	U+54CC
4222	U+54D9
4223	U+54DA
4224	U+54AF
4225	U+54A9
4226	U+54A4
4227	U+54DD
4228	U+54CF
4229	U+54DE
4230	U+5CD9
4231	U+5CE3
4232	U+7F58
4233	U+5E27
4234	U+5CD2
4235	U+5CE4
4236	U+5CCB
4237	U+5CE5
4238	U+8D36
4239	U+949A
4240	U+949B
4241	U+94A1
4242	U+94A3
4243	U+94A4
4244	U+94A8
4245	U+94AB
4246	U+94AF
4247	U+6C21
4248	U+6C1F
4249	U+726F
4250	U+90DC
4251	U+79D5
4252	U+79ED
4253	U+7AFD
4254	U+7B08
4255	U+7B03
4256	U+4FE6
4257	U+4FE8
4258	U+4FC5
4259	U+4FEA
4260	U+53DF
4261	U+57A1
4262	U+726E
4263	U+4FE3
4264	U+4FDA
4265	U+7688
4266	U+4FD1
4267	U+4FDF
4268	U+9005
4269	U+5F87
4270	U+5F89
4271	U+8222
4272	U+4FDE
4273	U+90D7
4274	U+4FCE
4275	U+90E4
4276	U+7230
4277	U+90DB
4278	U+74F4
4279	U+80E8
4280	U+80EA
4281	U+80DB
4282	U+80C2
4283	U+80D9
4284	U+80CD
4285	U+80D7
4286	U+80DD
4287	U+6710
4288	U+80EB
4289	U+9E28
4290	U+530D
4291	U+72E8
4292	U+72EF
4293	U+98D1
4294	U+72E9
4295	U+72F2
4296	U+8A07
4297	U+9004
4298	U+661D
4299	U+9977
4300	U+9978
4301	U+9979
4302	U+80E4
4303	U+5B6A
4304	U+5A08
4305	U+5F08
4306	U+5955
4307	U+5EA5
4308	U+75AC
4309	U+75A3
4310	U+75A5
4311	U+75AD
4312	U+5EA0
4313	U+7AD1
4314	U+5F66
4315	U+98D2
4316	U+95FC
4317	U+95FE
4318	U+95FF
4319	U+9602
4320	U+7F91
4321	U+8FF8
4322	U+7C7C
4323	U+914B
4324	U+70B3
4325	U+70BB
4326	U+70BD
4327	U+70AF
4328	U+70C0
4329	U+70B7
4330	U+70C3
4331	U+6D31
4332	U+6D39
4333	U+6D27
4334	U+6D0C
4335	U+6D43
4336	U+6D07
4337	U+6D04
4338	U+6D19
4339	U+6D8E
4340	U+6D0E
4341	U+6D2B
4342	U+6D4D
4343	U+6D2E
4344	U+6D35
4345	U+6D52
4346	U+6D54
4347	U+6D55
4348	U+6D33
4349	U+6078
4350	U+6053
4351	U+6079
4352	U+606B
4353	U+607A
4354	U+607B
4355	U+6042
4356	U+606A
4357	U+607D
4358	U+5BA5
4359	U+6243
4360	U+8872
4361	U+887D
4362	U+887F
4363	U+8882
4364	U+795B
4365	U+795C
4366	U+7953
4367	U+795A
4368	U+8BEE
4369	U+7957
4370	U+7962
4371	U+8BF0
4372	U+8BF3
4373	U+9E29
4374	U+6636
4375	U+90E1
4376	U+54AB
4377	U+5F2D
4378	U+7241
4379	U+80E5
4380	U+965B
4381	U+965F
4382	U+5A05
4383	U+59EE
4384	U+5A06
4385	U+59DD
4386	U+59E3
4387	U+59D8
4388	U+59F9
4389	U+603C
4390	U+7FBF
4391	U+70B1
4392	U+77DC
4393	U+7ED4
4394	U+9A81
4395	U+9A85
4396	U+7ED7
4397	U+7EDB
4398	U+9A88
4399	U+8016
4400	U+6308
4401	U+73E5
4402	U+73D9
4403	U+987C
4404	U+73F0
4405	U+73E9
4406	U+73E7
4407	U+73E3
4408	U+73DE
4409	U+7424
4410	U+73F2
4411	U+6556
4412	U+605A
4413	U+57D4
4414	U+57D5
4415	U+57D8
4416	U+57D9
4417	U+57DA
4418	U+6339
4419	U+8006
4420	U+8004
4421	U+57D2
4422	U+634B
4423	U+8D3D
4424	U+57B8
4425	U+6343
4426	U+76CD
4427	U+8378
4428	U+8386
4429	U+83B3
4430	U+83B4
4431	U+83AA
4432	U+83A0
4433	U+8393
4434	U+839C
4435	U+8385
4436	U+837C
4437	U+83A9
4438	U+837D
4439	U+83B8
4440	U+837B
4441	U+8398
4442	U+838E
4443	U+839E
4444	U+83A8
4445	U+9E2A
4446	U+83BC
4447	U+6832
4448	U+6833
4449	U+90F4
4450	U+6853
4451	U+6861
4452	U+684E
4453	U+6862
4454	U+6864
4455	U+6883
4456	U+681D
4457	U+6855
4458	U+6841
4459	U+6867
4460	U+6845
4461	U+681F
4462	U+6849
4463	U+6829
4464	U+9011
4465	U+900B
4466	U+5F67
4467	U+9B32
4468	U+8C47
4469	U+9150
4470	U+9026
4471	U+539D
4472	U+5B6C
4473	U+781D
4474	U+7839
4475	U+783A
4476	U+7827
4477	U+7837
4478	U+781F
4479	U+783C
4480	U+7825
4481	U+7823
4482	U+525E
4483	U+783B
4484	U+8F7C
4485	U+8F7E
4486	U+8F82
4487	U+9E2B
4488	U+8DB8
4489	U+9F80
4490	U+9E2C
4491	U+8654
4492	U+900D
4493	U+772C
4494	U+551B
4495	U+665F
4496	U+7729
4497	U+7719
4498	U+54E7
4499	U+54FD
4500	U+5514
4501	U+6641
4502	U+664F
4503	U+9E2E
4504	U+8DB5
4505	U+8DBF
4506	U+755B
4507	U+86A8
4508	U+869C
4509	U+868D
4510	U+868B
4511	U+86AC
4512	U+869D
4513	U+86A7
4514	U+5522
4515	U+5704
4516	U+5523
4517	U+550F
4518	U+76CE
4519	U+5511
4520	U+5D02
4521	U+5D03
4522	U+7F61
4523	U+7F5F
4524	U+5CEA
4525	U+89CA
4526	U+8D45
4527	U+94B0
4528	U+94B2
4529	U+94B4
4530	U+94B5
4531	U+94B9
4532	U+94BA
4533	U+94BD
4534	U+94BC
4535	U+94BF
4536	U+94C0
4537	U+94C2
4538	U+94C4
4539	U+94C6
4540	U+94C8
4541	U+94C9
4542	U+94CA
4543	U+94CB
4544	U+94CC
4545	U+94CD
4546	U+497D
4547	U+94CE
4548	U+6C29
4549	U+6C24
4550	U+6C26
4551	U+6BEA
4552	U+8210
4553	U+79E3
4554	U+79EB
4555	U+76C9
4556	U+7B04
4557	U+7B15
4558	U+7B0A
4559	U+7B0F
4560	U+7B06
4561	U+4FF8
4562	U+5029
4563	U+4FF5
4564	U+504C
4565	U+4FF3
4566	U+4FF6
4567	U+502C
4568	U+500F
4569	U+6041
4570	U+502D
4571	U+502A
4572	U+4FFE
4573	U+501C
4574	U+96BC
4575	U+96BD
4576	U+500C
4577	U+5025
4578	U+81EC
4579	U+768B
4580	U+90EB
4581	U+5028
4582	U+8844
4583	U+9880
4584	U+5F95
4585	U+822B
4586	U+91DC
4587	U+595A
4588	U+887E
4589	U+80EF
4590	U+80F1
4591	U+80F4
4592	U+80ED
4593	U+810D
4594	U+80FC
4595	U+6715
4596	U+8112
4597	U+80FA
4598	U+9E31
4599	U+73BA
4600	U+9E32
4601	U+72F7
4602	U+7301
4603	U+72F3
4604	U+7303
4605	U+72FA
4606	U+9016
4607	U+6840
4608	U+8885
4609	U+997D
4610	U+51C7
4611	U+683E
4612	U+631B
4613	U+4EB3
4614	U+75B3
4615	U+75B4
4616	U+75B8
4617	U+75BD
4618	U+75C8
4619	U+75B1
4620	U+75C2
4621	U+75C9
4622	U+886E
4623	U+51CB
4624	U+9883
4625	U+6063
4626	U+65C6
4627	U+65C4
4628	U+65C3
4629	U+9603
4630	U+9604
4631	U+8A1A
4632	U+9606
4633	U+6059
4634	U+7C91
4635	U+6714
4636	U+90F8
4637	U+70DC
4638	U+70E8
4639	U+70E9
4640	U+70CA
4641	U+5261
4642	U+90EF
4643	U+70EC
4644	U+6D91
4645	U+6D6F
4646	U+6D9E
4647	U+6D9F
4648	U+5A11
4649	U+6D85
4650	U+6DA0
4651	U+6D5E
4652	U+6D93
4653	U+6D65
4654	U+6D94
4655	U+6D5C
4656	U+6D60
4657	U+6D63
4658	U+6D5A
4659	U+609A
4660	U+60AD
4661	U+609D
4662	U+6092
4663	U+608C
4664	U+609B
4665	U+5BB8
4666	U+7A88
4667	U+525C
4668	U+8BF9
4669	U+51A2
4670	U+8BFC
4671	U+8892
4672	U+88A2
4673	U+796F
4674	U+8BFF
4675	U+8C00
4676	U+8C02
4677	U+8C04
4678	U+8C07
4679	U+5C50
4680	U+5C59
4681	U+966C
4682	U+52D0
4683	U+5958
4684	U+7242
4685	U+86A9
4686	U+9672
4687	U+59EC
4688	U+5A20
4689	U+5A0C
4690	U+5A09
4691	U+5A32
4692	U+5A29
4693	U+5A34
4694	U+5A23
4695	U+5A13
4696	U+5A40
4697	U+755A
4698	U+9021
4699	U+7EE0
4700	U+9A8A
4701	U+7EE1
4702	U+9A8B
4703	U+7EE5
4704	U+7EE6
4705	U+7EE8
4706	U+9A8E
4707	U+9095
4708	U+9E36
4709	U+5F57
4710	U+801C
4711	U+7118
4712	U+8202
4713	U+740F
4714	U+7407
4715	U+9EB8
4716	U+63F6
4717	U+57F4
4718	U+57EF
4719	U+636F
4720	U+63B3
4721	U+63B4
4722	U+57F8
4723	U+57F5
4724	U+8D67
4725	U+57E4
4726	U+636D
4727	U+9035
4728	U+57DD
4729	U+580B
4730	U+580D
4731	U+63AC
4732	U+9E37
4733	U+6396
4734	U+637D
4735	U+638A
4736	U+5809
4737	U+63B8
4738	U+6369
4739	U+63AE
4740	U+60AB
4741	U+57ED
4742	U+57FD
4743	U+6387
4744	U+63BC
4745	U+8043
4746	U+83C1
4747	U+8401
4748	U+83D8
4749	U+5807
4750	U+8418
4751	U+840B
4752	U+83FD
4753	U+83D6
4754	U+841C
4755	U+8438
4756	U+8411
4757	U+68FB
4758	U+83D4
4759	U+83DF
4760	U+840F
4761	U+8403
4762	U+83CF
4763	U+83F9
4764	U+83EA
4765	U+83C5
4766	U+83C0
4767	U+8426
4768	U+83F0
4769	U+83E1
4770	U+68B5
4771	U+68BF
4772	U+688F
4773	U+89CB
4774	U+6874
4775	U+6877
4776	U+6893
4777	U+68C1
4778	U+686B
4779	U+68C2
4780	U+556C
4781	U+90FE
4782	U+532E
4783	U+6555
4784	U+8C49
4785	U+9104
4786	U+915E
4787	U+915A
4788	U+621B
4789	U+784E
4790	U+786D
4791	U+7852
4792	U+7856
4793	U+7857
4794	U+7850
4795	U+7847
4796	U+784C
4797	U+9E38
4798	U+74E0
4799	U+530F
4800	U+53A9
4801	U+9F9A
4802	U+6B92
4803	U+6B93
4804	U+6B8D
4805	U+8D49
4806	U+96E9
4807	U+8F84
4808	U+5811
4809	U+772D
4810	U+7726
4811	U+5567
4812	U+6661
4813	U+6664
4814	U+773A
4815	U+7735
4816	U+7738
4817	U+570A
4818	U+558F
4819	U+55B5
4820	U+5549
4821	U+52D6
4822	U+665E
4823	U+5535
4824	U+6657
4825	U+5195
4826	U+556D
4827	U+7566
4828	U+8DBA
4829	U+556E
4830	U+8DC4
4831	U+86B6
4832	U+86C4
4833	U+86CE
4834	U+86C6
4835	U+86B0
4836	U+86CA
4837	U+5709
4838	U+86B1
4839	U+86C9
4840	U+86CF
4841	U+86B4
4842	U+5541
4843	U+5555
4844	U+553F
4845	U+5550
4846	U+553C
4847	U+5537
4848	U+5556
4849	U+5575
4850	U+5576
4851	U+5577
